archip;common_name;species;iucn_category_2021;description;story
None;Wallace'S Hawk-Eagle;Nisaetus Nanus;VU;Vulnerable;
None;Wandering Albatross;Diomedea Exulans;VU;Vulnerable;
None;Ward'S Trogon;Harpactes Wardi;NT;Near Threatened;
None;Warsangli Linnet;Linaria Johannis;NT;Near Threatened;
None;Waterfall Swift;Hydrochous Gigas;NT;Near Threatened;
None;Watkins'S Antpitta;Grallaria Watkinsi;NT;Near Threatened;
None;Wattled Crane;Bugeranus Carunculatus;VU;Vulnerable;
None;Wattled Curassow;Crax Globulosa;EN;Endangered;
None;Wattled Guan;Aburria Aburri;NT;Near Threatened;
None;Wedge-Tailed Tetraka;Hartertula Flavoviridis;NT;Near Threatened;
None;Weka;Gallirallus Australis;VU;Vulnerable;
None;West Indian Whistling-Duck;Dendrocygna Arborea;NT;Near Threatened;
None;Western Bristlebird;Dasyornis Longirostris;EN;Endangered;
None;Western Chat-Tanager;Calyptophilus Tertius;VU;Vulnerable;
None;Western Crowned-Pigeon;Goura Cristata;VU;Vulnerable;
None;Western Red-Necked Araçari;Pteroglossus Sturmii;NT;Near Threatened;
None;Western Tragopan;Tragopan Melanocephalus;VU;Vulnerable;
None;Vinaceous-Breasted Amazon;Amazona Vinacea;EN;Endangered;This parrot, with its vivid green plumage and vinous-colored chest, is a gem of South America's forests. Its loud calls and mimicry add vibrancy to its ecosystem. The illegal pet trade and deforestation are the primary threats to its survival.
None;Western Wattled Cuckooshrike;Lobotos Lobatus;VU;Vulnerable;
None;Westland Petrel;Procellaria Westlandica;EN;Endangered;
None;Wetar Ground-Dove;Alopecoenas Hoedtii;EN;Endangered;
None;Whenua Hou Diving-Petrel;Pelecanoides Whenuahouensis;CR;Critically Endangered;
None;Violet-Throated Metaltail;Metallura Baroni;EN;Endangered;A true jewel of the Andes, this hummingbird's iridescent purple throat flashes in the sunlight as it feeds on high-altitude flowers. Its rapid wingbeats create a faint hum, blending with the mountain winds. Habitat loss from mining and climate change are pressing threats to its existence.
None;Whiskered Pitta;Erythropitta Kochi;NT;Near Threatened;
None;Whistling Dove;Chrysoena Viridis;NT;Near Threatened;
None;Whistling Long-Tailed Cuckoo;Cercococcyx Lemaireae;NT;Near Threatened;
None;Oahu Alauahio;Paroreomyza Maculata;CR (PE);Critically Endangered (Possibly Extinct);A small Hawaiian forest bird, it vanished as invasive species and habitat destruction took their toll.
None;Whistling Warbler;Catharopeza Bishopi;EN;Endangered;
None;White Cockatoo;Cacatua Alba;EN;Endangered;
None;White Eared-Pheasant;Crossoptilon Crossoptilon;NT;Near Threatened;
None;White-Backed Vulture;Gyps Africanus;CR;Critically Endangered;
None;White-Banded Tanager;Neothraupis Fasciata;NT;Near Threatened;
None;White-Bearded Antshrike;Biatas Nigropectus;VU;Vulnerable;
None;White-Bellied Barbet;Lybius Leucogaster;EN;Endangered;
None;White-Bellied Cinclodes;Cinclodes Palliatus;CR;Critically Endangered;
None;Ou;Psittirostra Psittacea;CR (PE);Critically Endangered (Possibly Extinct);Once abundant in Hawaii's forests, this honeycreeper was lost to disease and habitat loss.
None;White-Bellied Goshawk;Accipiter Haplochrous;NT;Near Threatened;
None;White-Bellied Heron;Ardea Insignis;CR;Critically Endangered;
None;White-Bellied Piculet;Picumnus Spilogaster;VU;Vulnerable;
None;White-Bellied Pitohui;Pseudorectes Incertus;NT;Near Threatened;
None;White-Bellied Sholakili;Sholicola Albiventris;VU;Vulnerable;
None;Kauai Nukupuu;Hemignathus Hanapepe;CR (PE);Critically Endangered (Possibly Extinct);This Hawaiian bird with a curved bill was specialized for extracting insects, but it fell to habitat destruction and avian malaria.
None;White-Breasted Babbler;Stachyris Grammiceps;NT;Near Threatened;
None;Maui Nukupuu;Hemignathus Affinis;CR (PE);Critically Endangered (Possibly Extinct);Like its Kauai counterpart, it vanished due to deforestation and the spread of avian diseases.
None;White-Breasted Guineafowl;Agelastes Meleagrides;VU;Vulnerable;
None;White-Breasted Mesite;Mesitornis Variegatus;VU;Vulnerable;
None;White-Breasted Monarch;Symposiachrus Menckei;NT;Near Threatened;
None;White-Breasted Tapaculo;Eleoscytalopus Indigoticus;NT;Near Threatened;
None;White-Breasted Thrasher;Ramphocinclus Brachyurus;EN;Endangered;
None;White-Browed Antpitta;Hylopezus Ochroleucus;NT;Near Threatened;
None;White-Browed Bushchat;Saxicola Macrorhynchus;VU;Vulnerable;
None;Maui Akepa;Loxops Ochraceus;CR (PE);Critically Endangered (Possibly Extinct);A vibrant orange honeycreeper, it was lost to habitat changes and invasive species.
None;White-Browed Foliage-Gleaner;Anabacerthia Amaurotis;NT;Near Threatened;
None;White-Browed Guan;Penelope Jacucaca;VU;Vulnerable;
None;White-Browed Jungle-Flycatcher;Vauriella Insignis;VU;Vulnerable;
None;White-Browed Reed-Warbler;Acrocephalus Tangorum;VU;Vulnerable;
None;White-Browed Tit-Spinetail;Leptasthenura Xenothorax;EN;Endangered;
None;White-Capped Albatross;Thalassarche Steadi;NT;Near Threatened;
None;White-Capped Tanager;Sericossypha Albocristata;VU;Vulnerable;
None;White-Cheeked Cotinga;Zaratornis Stresemanni;VU;Vulnerable;
None;White-Cheeked Partridge;Arborophila Atrogularis;NT;Near Threatened;
None;White-Chested Babbler;Pellorneum Rostratum;NT;Near Threatened;
None;White-Chested White-Eye;Zosterops Albogularis;CR;Critically Endangered;
None;White-Chinned Petrel;Procellaria Aequinoctialis;VU;Vulnerable;
None;White-Collared Jay;Cyanolyca Viridicyanus;NT;Near Threatened;
None;White-Collared Kite;Leptodon Forbesi;EN;Endangered;
South America;White-Crested Guan;Penelope Pileata;VU;Vulnerable;
None;White-Crowned Hornbill;Berenicornis Comatus;EN;Endangered;
None;White-Crowned Pigeon;Patagioenas Leucocephala;NT;Near Threatened;
None;White-Eared Night-Heron;Oroanassa Magnifica;EN;Endangered;
None;White-Eared Parakeet;Pyrrhura Leucotis;VU;Vulnerable;
None;White-Eyed River Martin;Eurochelidon Sirintarae;CR;Critically Endangered;
None;White-Eyed Starling;Aplonis Brunneicapillus;VU;Vulnerable;
None;White-Faced Amazon;Amazona Kawalli;NT;Near Threatened;
None;White-Faced Partridge;Arborophila Orientalis;VU;Vulnerable;
None;White-Faced Starling;Sturnornis Albofrontatus;VU;Vulnerable;
None;White-Fronted Falconet;Microhierax Latifrons;NT;Near Threatened;
None;White-Fronted Quail-Dove;Geotrygon Leucometopia;EN;Endangered;
None;White-Fronted Scops-Owl;Otus Sagittatus;VU;Vulnerable;
None;White-Fronted Tern;Sterna Striata;NT;Near Threatened;
None;White-Fronted Tit;Sittiparus Semilarvatus;NT;Near Threatened;
None;White-Fronted Wattle-Eye;Platysteira Albifrons;NT;Near Threatened;
None;White-Fronted Whitestart;Myioborus Albifrons;NT;Near Threatened;
None;White-Gorgeted Fantail;Rhipidura Coultasi;NT;Near Threatened;
None;White-Headed Duck;Oxyura Leucocephala;EN;Endangered;
None;White-Headed Fruit-Dove;Ptilinopus Eugeniae;NT;Near Threatened;
None;White-Headed Steamerduck;Tachyeres Leucocephalus;VU;Vulnerable;
None;White-Headed Vulture;Trigonoceps Occipitalis;CR;Critically Endangered;
None;White-Browed Nuthatch;Sitta Victoriae;EN;Endangered;With a subtle white eyebrow stripe and rich chestnut wings, this nuthatch clings to tree trunks in Myanmar's remote forests. Its sharp, nasal calls echo through the canopy, a sound becoming rarer as deforestation takes its toll. Limited to a small range, its survival hinges on protecting its dwindling habitat.
None;Whitehead'S Trogon;Harpactes Whiteheadi;NT;Near Threatened;
None;White-Lored Warbler;Myiothlypis Conspicillata;NT;Near Threatened;
None;White-Mantled Barbet;Capito Hypoleucus;VU;Vulnerable;
None;White-Masked Antbird;Pithys Castaneus;NT;Near Threatened;
None;White-Naped Crane;Grus Vipio;VU;Vulnerable;
None;White-Naped Lory;Lorius Albidinucha;NT;Near Threatened;
None;White-Naped Pheasant-Pigeon;Otidiphaps Aruensis;VU;Vulnerable;
None;White-Naped Pigeon;Columba Albinucha;NT;Near Threatened;
None;White-Naped Tit;Machlolophus Nuchalis;VU;Vulnerable;
None;White-Necked Babbler;Stachyris Leucotis;NT;Near Threatened;
None;White-Necked Crow;Corvus Leucognaphalus;VU;Vulnerable;
None;White-Necked Hawk;Buteogallus Lacernulatus;VU;Vulnerable;
None;White-Necked Parakeet;Pyrrhura Albipectus;VU;Vulnerable;
None;White-Shouldered Ibis;Pseudibis Davisoni;CR;Critically Endangered;Adorned with white patches on its wings, this elegant ibis was once widespread across Southeast Asia. Its population has plummeted due to habitat degradation and hunting.
None;White-Necked Petrel;Pterodroma Cervicalis;VU;Vulnerable;
None;White-Necked Rockfowl;Picathartes Gymnocephalus;VU;Vulnerable;
None;White-Rumped Pygmy-Falcon;Neohierax Insignis;NT;Near Threatened;
None;White-Rumped Vulture;Gyps Bengalensis;CR;Critically Endangered;
None;White-Rumped Woodpecker;Meiglyptes Tristis;EN;Endangered;
None;White-Speckled Laughingthrush;Ianthocincla Bieti;VU;Vulnerable;
None;White-Striped Forest-Rail;Rallicula Leucospila;NT;Near Threatened;
None;White-Tailed Canastero;Asthenes Usheri;NT;Near Threatened;
None;White-Tailed Cotinga;Xipholena Lamellipennis;NT;Near Threatened;
None;White-Tailed Hummingbird;Eupherusa Poliocerca;NT;Near Threatened;
None;White-Tailed Laurel-Pigeon;Columba Junoniae;NT;Near Threatened;
None;White-Tailed Monarch;Symposiachrus Leucurus;NT;Near Threatened;
None;White-Tailed Sabrewing;Campylopterus Ensipennis;NT;Near Threatened;
None;White-Tailed Shrike-Tyrant;Agriornis Albicauda;VU;Vulnerable;
None;White-Tailed Starfrontlet;Coeligena Phalerata;NT;Near Threatened;
None;White-Tailed Swallow;Hirundo Megaensis;VU;Vulnerable;
None;White-Throated Barbtail;Premnoplex Tatei;EN;Endangered;
None;White-Throated Bushchat;Saxicola Insignis;VU;Vulnerable;
None;White-Throated Flowerpecker;Dicaeum Vincens;NT;Near Threatened;
None;White-Throated Grasswren;Amytornis Woodwardi;VU;Vulnerable;
None;White-Throated Ground-Dove;Alopecoenas Xanthonurus;NT;Near Threatened;
None;White-Throated Jay;Cyanolyca Mirabilis;VU;Vulnerable;
None;White-Throated Jungle-Flycatcher;Vauriella Albigularis;EN;Endangered;
None;White-Throated Mountain-Babbler;Kupeornis Gilberti;VU;Vulnerable;
None;White-Throated Piping-Guan;Pipile Grayi;NT;Near Threatened;
South America;White-Throated Tinamou;Tinamus Guttatus;NT;Near Threatened;
None;White-Throated Wren-Babbler;Napothera Pasquieri;EN;Endangered;
None;White-Tipped Monarch;Symposiachrus Everetti;EN;Endangered;
None;White-Tufted Sunbeam;Aglaeactis Castelnaudii;NT;Near Threatened;
None;White-Winged Apalis;Apalis Chariessa;NT;Near Threatened;
None;White-Winged Duck;Asarcornis Scutulata;EN;Endangered;This large, striking duck, with its white wing patches and dark body, is a symbol of Southeast Asia's wetlands. Its deep, honking calls can often be heard at dusk as it forages in secluded swamps. Wetland drainage and hunting have made this bird one of the most endangered ducks in the world.
None;Bachman'S Warbler;Vermivora Bachmanii;CR (PE);Critically Endangered (Possibly Extinct);A striking North American warbler, it disappeared as wetlands were drained and forests cleared.
None;White-Winged Cicadabird;Edolisoma Ostentum;VU;Vulnerable;
None;White-Winged Collared-Dove;Streptopelia Reichenowi;NT;Near Threatened;
None;White-Winged Cotinga;Xipholena Atropurpurea;VU;Vulnerable;
None;White-Winged Flufftail;Sarothrura Ayresi;CR;Critically Endangered;
Peru;White-Winged Guan;Penelope Albipennis;EN;Endangered;
None;White-Winged Magpie;Urocissa Xanthomelana;NT;Near Threatened;
None;Whooping Crane;Grus Americana;EN;Endangered;With its towering height, snow-white plumage, and trumpet-like calls, this crane is a symbol of hope for North American conservation efforts. Once down to just 21 individuals, its population has slowly recovered thanks to reintroduction programs. However, habitat loss and climate change still pose significant threats to its survival.
None;White-Winged Nightjar;Eleothreptus Candicans;VU;Vulnerable;
None;White-Winged Petrel;Pterodroma Leucoptera;VU;Vulnerable;
None;White-Winged Trumpeter;Psophia Leucoptera;NT;Near Threatened;
None;White-Winged Warbler;Xenoligea Montana;VU;Vulnerable;
None;Wied'S Tyrant-Manakin;Neopelma Aurifrons;NT;Near Threatened;
None;Wilkins'S Finch;Nesospiza Wilkinsi;CR;Critically Endangered;
None;Wilson'S Bird-Of-Paradise;Cicinnurus Respublica;NT;Near Threatened;
None;Wrinkled Hornbill;Rhabdotorrhinus Corrugatus;EN;Endangered;This striking bird, with its vibrant orange casque and glossy black feathers, is a spectacle in Borneo's rainforests. Its deep, guttural calls resonate through the canopy as it helps disperse seeds across its habitat. Logging and hunting have caused alarming declines, threatening this rainforest guardian.
None;Winifred'S Warbler;Scepomycter Winifredae;NT;Near Threatened;
None;Wire-Crested Thorntail;Discosura Popelairii;NT;Near Threatened;
None;Wood Snipe;Gallinago Nemoricola;VU;Vulnerable;
None;Woodpecker Finch;Geospiza Pallida;NT;Near Threatened;
None;Worthen'S Sparrow;Spizella Wortheni;EN;Endangered;
None;Wreathed Hornbill;Rhyticeros Undulatus;VU;Vulnerable;
None;Yellow Cardinal;Gubernatrix Cristata;EN;Endangered;This vibrant yellow songbird, with its bold black mask, is a favorite of birdwatchers in South America. Its sweet, melodious tunes are a delight to hear but have also made it a target for the illegal pet trade. Habitat loss and trapping have left its population dangerously low.
None;Writhed Hornbill;Rhabdotorrhinus Leucocephalus;NT;Near Threatened;
None;Wrybill;Anarhynchus Frontalis;VU;Vulnerable;
None;Xingu Scythebill;Campylorhamphus Multostriatus;NT;Near Threatened;
None;Xinjiang Ground-Jay;Podoces Biddulphi;NT;Near Threatened;
None;Yap Cicadabird;Edolisoma Nesiotis;EN;Endangered;
None;Yap Monarch;Metabolus Godeffroyi;NT;Near Threatened;
None;Yap Olive White-Eye;Zosterops Oleagineus;NT;Near Threatened;
None;Yap Plain White-Eye;Zosterops Hypolais;NT;Near Threatened;
None;Yelkouan Shearwater;Puffinus Yelkouan;VU;Vulnerable;
None;Yellow Bunting;Emberiza Sulphurata;VU;Vulnerable;
None;Yellow Tit;Machlolophus Holsti;NT;Near Threatened;
None;Yellow-Bearded Greenbul;Criniger Olivaceus;VU;Vulnerable;
None;Yellow-Bellied Sunbird-Asity;Neodrepanis Hypoxantha;VU;Vulnerable;
None;Yellow-Billed Amazon;Amazona Collaria;VU;Vulnerable;
None;Yellow-Billed Cotinga;Carpodectes Antoniae;EN;Endangered;
None;Yellow-Billed Loon;Gavia Adamsii;NT;Near Threatened;
None;Yellow-Billed Magpie;Pica Nutalli;VU;Vulnerable;
None;Yellow-Billed Nuthatch;Sitta Solangiae;NT;Near Threatened;
None;Yellow-Breasted Antwren;Herpsilochmus Axillaris;VU;Vulnerable;
None;Yellow-Breasted Bunting;Emberiza Aureola;CR;Critically Endangered;
None;Yellow-Browed Toucanet;Aulacorhynchus Huallagae;EN;Endangered;Adorned with bright green plumage and a golden eyebrow stripe, this bird inhabits the cloud forests of Peru. Its sharp, croaking calls are a vital part of the forest's soundscape, where it plays an essential role in seed dispersal. Habitat destruction for agriculture is its primary threat, putting this rare bird at risk.
None;Yellow-Breasted Pipit;Hemimacronyx Chloris;VU;Vulnerable;
None;Yellow-Breasted Satinbird;Loboparadisea Sericea;NT;Near Threatened;
None;Yellow-Breasted Tailorbird;Orthotomus Samarensis;NT;Near Threatened;
None;Yellow-Browed Woodpecker;Piculus Aurulentus;NT;Near Threatened;
None;Yellow-Casqued Hornbill;Ceratogymna Elata;VU;Vulnerable;
None;Yellow-Crested Cockatoo;Cacatua Sulphurea;CR;Critically Endangered;
None;Yellow-Crested Helmetshrike;Prionops Alberti;VU;Vulnerable;
None;Yellow-Crowned Barbet;Psilopogon Henricii;NT;Near Threatened;
None;Yellow-Crowned Flowerpecker;Dicaeum Anthonyi;NT;Near Threatened;
None;Yellow-Eared Parrot;Ognorhynchus Icterotis;VU;Vulnerable;
None;Yellow-Eyed Penguin;Megadyptes Antipodes;EN;Endangered;This rare penguin, with bright yellow eyes and a pale yellow head, is found along New Zealand's coastline. Known for its shy and solitary nature, it nests in secluded areas. Disease, habitat loss, and fisheries bycatch are major threats to its population.
None;Yellow-Eyed Pigeon;Columba Eversmanni;VU;Vulnerable;
None;Yellow-Eyed Starling;Aplonis Mystacea;NT;Near Threatened;
None;Yellow-Faced Amazon;Alipiopsitta Xanthops;NT;Near Threatened;
None;Yellow-Faced Flameback;Chrysocolaptes Xanthocephalus;EN;Endangered;
None;Yellow-Faced Parrotlet;Forpus Xanthops;VU;Vulnerable;
None;Yellow-Faced Siskin;Spinus Yarrellii;VU;Vulnerable;
None;Yellow-Footed Honeyguide;Melignomon Eisentrauti;NT;Near Threatened;
None;Yellow-Fronted Parakeet;Cyanoramphus Auriceps;NT;Near Threatened;
None;Yellow-Green Finch;Pselliophorus Luteoviridis;VU;Vulnerable;
None;Yellow-Green Tanager;Bangsia Flavovirens;VU;Vulnerable;
None;Yellowhead;Mohoua Ochrocephala;EN;Endangered;
None;Yellow-Headed Amazon;Amazona Oratrix;EN;Endangered;
None;Yellow-Headed Brush-Finch;Atlapetes Flaviceps;NT;Near Threatened;
None;Yellow-Headed Manakin;Chloropipo Flavicapilla;VU;Vulnerable;
None;Yellowish Imperial-Pigeon;Ducula Subflavescens;NT;Near Threatened;
None;Yellowish-Breasted Racquet-Tail;Prioniturus Flavicans;NT;Near Threatened;
None;Yellow-Knobbed Curassow;Crax Daubentoni;NT;Near Threatened;
None;Yellow-Legged Pigeon;Columba Pallidiceps;VU;Vulnerable;
None;Yellow-Shouldered Blackbird;Agelaius Xanthomus;EN;Endangered;This blackbird, with its striking yellow shoulder patches, is a charismatic resident of the Caribbean's coastal mangroves. Its sweet, flutelike song often rings out over the wetlands it calls home. Nest predation by introduced species and habitat loss have caused its population to plummet.
South America;Yellow-Legged Tinamou;Crypturellus Noctivagus;NT;Near Threatened;
None;Yellow-Legged Weaver;Ploceus Flavipes;VU;Vulnerable;
None;Yellow-Naped Amazon;Amazona Auropalliata;CR;Critically Endangered;
None;Yellow-Ridged Toucan;Ramphastos Culminatus;VU;Vulnerable;
None;Yellow-Rumped Antwren;Euchrepomis Sharpei;EN;Endangered;
None;Yellow-Rumped Honeyguide;Indicator Xanthonotus;NT;Near Threatened;
None;Yellow-Shouldered Amazon;Amazona Barbadensis;NT;Near Threatened;
None;Yellow-Tailed Parrot;Pionites Xanthurus;VU;Vulnerable;
None;Yellow-Throated Apalis;Apalis Flavigularis;EN;Endangered;
None;Yellow-Throated Bulbul;Pycnonotus Xantholaemus;VU;Vulnerable;
None;Yellow-Throated Seedeater;Crithagra Flavigula;EN;Endangered;A small, vibrant bird with a bright yellow throat and a delicate, chirping song, it thrives in Ethiopia's grasslands. Known for its reliance on native grasses, the bird faces an uncertain future as overgrazing and agriculture destroy its habitat. Protecting these grasslands is vital to the survival of this charming species.
None;Yellow-Throated Hanging-Parrot;Loriculus Pusillus;NT;Near Threatened;
None;Zapata Wren;Ferminia Cerverai;EN;Endangered;This Cuban endemic is cloaked in warm brown feathers with a subtle streaked pattern that camouflages it in the reeds. Its complex, bubbling song is a hallmark of the Zapata Swamp, an ecosystem under siege from agriculture and drainage. With such a restricted range, its survival is precariously balanced.
None;Yellow-Throated Toucan;Ramphastos Ambiguus;NT;Near Threatened;
None;Yellow-Tufted Pipit;Anthus Crenatus;NT;Near Threatened;
None;Yemen Thrush;Turdus Menachensis;NT;Near Threatened;
None;Yemen Warbler;Curruca Buryi;NT;Near Threatened;
None;Yucatan Wren;Campylorhynchus Yucatanicus;NT;Near Threatened;
None;Yungas Tyrannulet;Phyllomyias Weedeni;VU;Vulnerable;
None;Yunnan Nuthatch;Sitta Yunnanensis;NT;Near Threatened;
None;Zino'S Petrel;Pterodroma Madeira;EN;Endangered;One of the rarest seabirds in the world, this small petrel has soft gray feathers and a faint, mournful cry that echoes over Madeira's cliffs. It nests in burrows high in the mountains, where invasive species and wildfires have devastated its numbers. Conservation programs have brought hope, but this bird remains critically endangered.
